#! FIELDS phi file.free
#! SET sample_size 4800
#! SET effective_sample_size 2147.87
#! SET min_phi -3.14159
#! SET max_phi 3.14159
#! SET nbins_phi 250
#! SET periodic_phi true
   -3.141593     11.157102
   -3.116359     10.669697
   -3.091125     10.160148
   -3.065892      9.633975
   -3.040658      9.099755
   -3.015424      8.568536
   -2.990191      8.052266
   -2.964957      7.561999
   -2.939723      7.106554
   -2.914490      6.691849
   -2.889256      6.320842
   -2.864022      5.993912
   -2.838789      5.709456
   -2.813555      5.464541
   -2.788321      5.255443
   -2.763088      5.077994
   -2.737854      4.927746
   -2.712620      4.800065
   -2.687386      4.690313
   -2.662153      4.594235
   -2.636919      4.508477
   -2.611685      4.431030
   -2.586452      4.361355
   -2.561218      4.300039
   -2.535984      4.248086
   -2.510751      4.206105
   -2.485517      4.173709
   -2.460283      4.149341
   -2.435050      4.130612
   -2.409816      4.114975
   -2.384582      4.100469
   -2.359349      4.086123
   -2.334115      4.071795
   -2.308881      4.057468
   -2.283648      4.042371
   -2.258414      4.024420
   -2.233180      4.000333
   -2.207947      3.966487
   -2.182713      3.920155
   -2.157479      3.860536
   -2.132246      3.789057
   -2.107012      3.708851
   -2.081778      3.623742
   -2.056545      3.537236
   -2.031311      3.451909
   -2.006077      3.369247
   -1.980844      3.289794
   -1.955610      3.213382
   -1.930376      3.139243
   -1.905143      3.066021
   -1.879909      2.991782
   -1.854675      2.914228
   -1.829442      2.831247
   -1.804208      2.741717
   -1.778974      2.646265
   -1.753740      2.547607
   -1.728507      2.450202
   -1.703273      2.359278
   -1.678039      2.279563
   -1.652806      2.214091
   -1.627572      2.163357
   -1.602338      2.124909
   -1.577105      2.093404
   -1.551871      2.061106
   -1.526637      2.018897
   -1.501404      1.957771
   -1.476170      1.870615
   -1.450936      1.753834
   -1.425703      1.608206
   -1.400469      1.438638
   -1.375235      1.252923
   -1.350002      1.060063
   -1.324768      0.868741
   -1.299534      0.686311
   -1.274301      0.518421
   -1.249067      0.369141
   -1.223833      0.241451
   -1.198600      0.137858
   -1.173366      0.060972
   -1.148132      0.013845
   -1.122899      0.000000
   -1.097665      0.023143
   -1.072431      0.086672
   -1.047198      0.193116
   -1.021964      0.343641
   -0.996730      0.537735
   -0.971497      0.773116
   -0.946263      1.045888
   -0.921029      1.350929
   -0.895795      1.682467
   -0.870562      2.034747
   -0.845328      2.402677
   -0.820094      2.782295
   -0.794861      3.170928
   -0.769627      3.566957
   -0.744393      3.969204
   -0.719160      4.376115
   -0.693926      4.785040
   -0.668692      5.192022
   -0.643459      5.592421
   -0.618225      5.982382
   -0.592991      6.360698
   -0.567758      6.730170
   -0.542524      7.097685
   -0.517290      7.472864
   -0.492057      7.865872
   -0.466823      8.285279
   -0.441589      8.736621
   -0.416356      9.221872
   -0.391122      9.739746
   -0.365888     10.286575
   -0.340655     10.857422
   -0.315421     11.447042
   -0.290187     12.050302
   -0.264954     12.661856
   -0.239720     13.275193
   -0.214486     13.881600
   -0.189253     14.469855
   -0.164019     15.027522
   -0.138785     15.544005
   -0.113552     16.014049
   -0.088318     16.438918
   -0.063084     16.822809
   -0.037851     17.164648
   -0.012617     17.448682
    0.012617     17.640281
    0.037851     17.695223
    0.063084     17.584382
    0.088318     17.316701
    0.113552     16.936712
    0.138785     16.500268
    0.164019     16.053148
    0.189253     15.624244
    0.214486     15.228379
    0.239720     14.871480
    0.264954     14.554522
    0.290187     14.275322
    0.315421     14.028446
    0.340655     13.803927
    0.365888     13.585825
    0.391122     13.352030
    0.416356     13.076829
    0.441589     12.736890
    0.466823     12.318833
    0.492057     11.824098
    0.517290     11.267846
    0.542524     10.673059
    0.567758     10.063969
    0.592991      9.461788
    0.618225      8.883056
    0.643459      8.339543
    0.668692      7.838756
    0.693926      7.384581
    0.719160      6.977959
    0.744393      6.617644
    0.769627      6.301041
    0.794861      6.025097
    0.820094      5.787086
    0.845328      5.585157
    0.870562      5.418502
    0.895795      5.287123
    0.921029      5.191298
    0.946263      5.130908
    0.971497      5.104817
    0.996730      5.110464
    1.021964      5.143778
    1.047198      5.199432
    1.072431      5.271420
    1.097665      5.353812
    1.122899      5.441485
    1.148132      5.530653
    1.173366      5.619045
    1.198600      5.705789
    1.223833      5.791126
    1.249067      5.876106
    1.274301      5.962384
    1.299534      6.052104
    1.324768      6.147858
    1.350002      6.252662
    1.375235      6.369918
    1.400469      6.503342
    1.425703      6.656815
    1.450936      6.834157
    1.476170      7.038819
    1.501404      7.273534
    1.526637      7.539997
    1.551871      7.838636
    1.577105      8.168525
    1.602338      8.527481
    1.627572      8.912354
    1.652806      9.319517
    1.678039      9.745524
    1.703273     10.187857
    1.728507     10.645645
    1.753740     11.120171
    1.778974     11.615041
    1.804208     12.135965
    1.829442     12.690208
    1.854675     13.285843
    1.879909     13.930858
    1.905143     14.632046
    1.930376     15.393425
    1.955610     16.213745
    1.980844     17.082694
    2.006077     17.976076
    2.031311     18.852464
    2.056545     19.657659
    2.081778     20.343090
    2.107012     20.890069
    2.132246     21.314633
    2.157479     21.642258
    2.182713     21.875091
    2.207947     21.980642
    2.233180     21.915417
    2.258414     21.669691
    2.283648     21.288300
    2.308881     20.844936
    2.334115     20.404636
    2.359349     20.006976
    2.384582     19.667250
    2.409816     19.382790
    2.435050     19.138325
    2.460283     18.910043
    2.485517     18.670232
    2.510751     18.394110
    2.535984     18.067989
    2.561218     17.694713
    2.586452     17.292419
    2.611685     16.887326
    2.636919     16.505228
    2.662153     16.165551
    2.687386     15.878684
    2.712620     15.645473
    2.737854     15.457899
    2.763088     15.300795
    2.788321     15.155068
    2.813555     15.002511
    2.838789     14.830903
    2.864022     14.636746
    2.889256     14.423761
    2.914490     14.197997
    2.939723     13.962632
    2.964957     13.715207
    2.990191     13.448335
    3.015424     13.153058
    3.040658     12.822769
    3.065892     12.455422
    3.091125     12.052976
    3.116359     11.619089
    3.141593     11.157102
