#! FIELDS psi file.free
#! SET sample_size 43200
#! SET effective_sample_size 14255.9
#! SET min_psi -3.14159
#! SET max_psi 3.14159
#! SET nbins_psi 250
#! SET periodic_psi true
   -3.141593      5.656706
   -3.116359      6.075301
   -3.091125      6.478220
   -3.065892      6.858959
   -3.040658      7.212852
   -3.015424      7.537125
   -2.990191      7.830341
   -2.964957      8.091513
   -2.939723      8.319316
   -2.914490      8.511870
   -2.889256      8.667326
   -2.864022      8.785123
   -2.838789      8.867337
   -2.813555      8.919412
   -2.788321      8.949795
   -2.763088      8.968628
   -2.737854      8.986047
   -2.712620      9.010736
   -2.687386      9.049082
   -2.662153      9.104974
   -2.636919      9.180090
   -2.611685      9.274430
   -2.586452      9.386911
   -2.561218      9.515866
   -2.535984      9.659386
   -2.510751      9.815547
   -2.485517      9.982597
   -2.460283     10.159179
   -2.435050     10.344615
   -2.409816     10.539156
   -2.384582     10.744077
   -2.359349     10.961547
   -2.334115     11.194248
   -2.308881     11.444867
   -2.283648     11.715559
   -2.258414     12.007481
   -2.233180     12.320433
   -2.207947     12.652621
   -2.182713     13.000579
   -2.157479     13.359306
   -2.132246     13.722715
   -2.107012     14.084356
   -2.081778     14.438256
   -2.056545     14.779486
   -2.031311     15.104105
   -2.006077     15.408330
   -1.980844     15.687279
   -1.955610     15.934011
   -1.930376     16.139650
   -1.905143     16.295013
   -1.879909     16.393248
   -1.854675     16.432221
   -1.829442     16.415350
   -1.804208     16.350641
   -1.778974     16.248874
   -1.753740     16.122089
   -1.728507     15.982767
   -1.703273     15.843324
   -1.678039     15.715401
   -1.652806     15.608782
   -1.627572     15.530180
   -1.602338     15.482240
   -1.577105     15.463113
   -1.551871     15.466792
   -1.526637     15.484309
   -1.501404     15.505680
   -1.476170     15.522085
   -1.450936     15.527489
   -1.425703     15.518903
   -1.400469     15.495121
   -1.375235     15.454564
   -1.350002     15.393313
   -1.324768     15.304366
   -1.299534     15.178548
   -1.274301     15.006763
   -1.249067     14.782454
   -1.223833     14.502934
   -1.198600     14.168904
   -1.173366     13.782729
   -1.148132     13.346774
   -1.122899     12.862900
   -1.097665     12.333337
   -1.072431     11.762331
   -1.047198     11.157552
   -1.021964     10.530441
   -0.996730      9.895312
   -0.971497      9.267668
   -0.946263      8.662436
   -0.921029      8.092664
   -0.895795      7.568830
   -0.870562      7.098672
   -0.845328      6.687333
   -0.820094      6.337637
   -0.794861      6.050383
   -0.769627      5.824578
   -0.744393      5.657592
   -0.719160      5.545248
   -0.693926      5.481854
   -0.668692      5.460259
   -0.643459      5.471987
   -0.618225      5.507563
   -0.592991      5.557097
   -0.567758      5.611105
   -0.542524      5.661441
   -0.517290      5.702060
   -0.492057      5.729339
   -0.466823      5.741869
   -0.441589      5.739823
   -0.416356      5.724234
   -0.391122      5.696431
   -0.365888      5.657766
   -0.340655      5.609551
   -0.315421      5.553051
   -0.290187      5.489425
   -0.264954      5.419616
   -0.239720      5.344263
   -0.214486      5.263758
   -0.189253      5.178487
   -0.164019      5.089195
   -0.138785      4.997340
   -0.113552      4.905263
   -0.088318      4.816100
   -0.063084      4.733425
   -0.037851      4.660780
   -0.012617      4.601218
    0.012617      4.557004
    0.037851      4.529508
    0.063084      4.519252
    0.088318      4.526064
    0.113552      4.549255
    0.138785      4.587804
    0.164019      4.640554
    0.189253      4.706443
    0.214486      4.784775
    0.239720      4.875444
    0.264954      4.979059
    0.290187      5.096844
    0.315421      5.230312
    0.340655      5.380797
    0.365888      5.548965
    0.391122      5.734508
    0.416356      5.936107
    0.441589      6.151706
    0.466823      6.378991
    0.492057      6.615895
    0.517290      6.860925
    0.542524      7.113208
    0.567758      7.372255
    0.592991      7.637585
    0.618225      7.908351
    0.643459      8.183063
    0.668692      8.459400
    0.693926      8.734096
    0.719160      9.002866
    0.744393      9.260479
    0.769627      9.501122
    0.794861      9.719182
    0.820094      9.910370
    0.845328     10.072816
    0.870562     10.207611
    0.895795     10.318432
    0.921029     10.410350
    0.946263     10.488366
    0.971497     10.556321
    0.996730     10.616566
    1.021964     10.670398
    1.047198     10.718916
    1.072431     10.763811
    1.097665     10.807713
    1.122899     10.853995
    1.148132     10.906169
    1.173366     10.967172
    1.198600     11.038786
    1.223833     11.121300
    1.249067     11.213453
    1.274301     11.312588
    1.299534     11.414931
    1.324768     11.515865
    1.350002     11.610060
    1.375235     11.691425
    1.400469     11.752951
    1.425703     11.786704
    1.450936     11.784231
    1.476170     11.737471
    1.501404     11.639947
    1.526637     11.487775
    1.551871     11.280118
    1.577105     11.019039
    1.602338     10.709051
    1.627572     10.356610
    1.652806      9.969643
    1.678039      9.556973
    1.703273      9.127592
    1.728507      8.689871
    1.753740      8.250890
    1.778974      7.816066
    1.804208      7.389149
    1.829442      6.972520
    1.854675      6.567658
    1.879909      6.175602
    1.905143      5.797247
    1.930376      5.433428
    1.955610      5.084776
    1.980844      4.751477
    2.006077      4.433031
    2.031311      4.128137
    2.056545      3.834758
    2.081778      3.550389
    2.107012      3.272469
    2.132246      2.998853
    2.157479      2.728208
    2.182713      2.460233
    2.207947      2.195632
    2.233180      1.935894
    2.258414      1.682981
    2.283648      1.439058
    2.308881      1.206345
    2.334115      0.987110
    2.359349      0.783723
    2.384582      0.598695
    2.409816      0.434626
