#! FIELDS phi psi file.free
#! SET sample_size 48016
#! SET effective_sample_size 15771.9
#! SET min_phi -3.14159
#! SET max_phi 3.14159
#! SET nbins_phi 250
#! SET periodic_phi true
#! SET min_psi -3.14159
#! SET max_psi 3.14159
#! SET nbins_psi 250
#! SET periodic_psi true
   -3.141593    -3.141593     15.215490
   -3.141593    -3.116359     15.541700
   -3.141593    -3.091125     15.899679
   -3.141593    -3.065892     16.295556
   -3.141593    -3.040658     16.735116
   -3.141593    -3.015424     17.222760
   -3.141593    -2.990191     17.760183
   -3.141593    -2.964957     18.344769
   -3.141593    -2.939723     18.967670
   -3.141593    -2.914490     19.611886
   -3.141593    -2.889256     20.251349
   -3.141593    -2.864022     20.853173
   -3.141593    -2.838789     21.385257
   -3.141593    -2.813555     21.828009
   -3.141593    -2.788321     22.182957
   -3.141593    -2.763088     22.470658
   -3.141593    -2.737854     22.719232
   -3.141593    -2.712620     22.952259
   -3.141593    -2.687386     23.182425
   -3.141593    -2.662153     23.411375
   -3.141593    -2.636919     23.633416
   -3.141593    -2.611685     23.840613
   -3.141593    -2.586452     24.027279
   -3.141593    -2.561218     24.192430
   -3.141593    -2.535984     24.339896
   -3.141593    -2.510751     24.476941
   -3.141593    -2.485517     24.612559
   -3.141593    -2.460283     24.756159
   -3.141593    -2.435050     24.916633
   -3.141593    -2.409816     25.101571
   -3.141593    -2.384582     25.316493
   -3.141593    -2.359349     25.564166
   -3.141593    -2.334115     25.844242
   -3.141593    -2.308881     26.153378
   -3.141593    -2.283648     26.485913
   -3.141593    -2.258414     26.834854
   -3.141593    -2.233180     27.192658
   -3.141593    -2.207947     27.551209
   -3.141593    -2.182713     27.900825
   -3.141593    -2.157479     28.229030
   -3.141593    -2.132246     28.520600
   -3.141593    -2.107012     28.760185
   -3.141593    -2.081778     28.936970
   -3.141593    -2.056545     29.048442
   -3.141593    -2.031311     29.100198
   -3.141593    -2.006077     29.101954
   -3.141593    -1.980844     29.063189
   -3.141593    -1.955610     28.991728
   -3.141593    -1.930376     28.895616
   -3.141593    -1.905143     28.786070
   -3.141593    -1.879909     28.678783
   -3.141593    -1.854675     28.592497
   -3.141593    -1.829442     28.545642
   -3.141593    -1.804208     28.552505
   -3.141593    -1.778974     28.619630
   -3.141593    -1.753740     28.742177
   -3.141593    -1.728507     28.899751
   -3.141593    -1.703273     29.052543
   -3.141593    -1.678039     29.142163
   -3.141593    -1.652806     29.104982
   -3.141593    -1.627572     28.899621
   -3.141593    -1.602338     28.530154
   -3.141593    -1.577105     28.041613
   -3.141593    -1.551871     27.494104
   -3.141593    -1.526637     26.940971
   -3.141593    -1.501404     26.421222
   -3.141593    -1.476170     25.960590
   -3.141593    -1.450936     25.574522
   -3.141593    -1.425703     25.270346
   -3.141593    -1.400469     25.048233
   -3.141593    -1.375235     24.901222
   -3.141593    -1.350002     24.814701
   -3.141593    -1.324768     24.765883
   -3.141593    -1.299534     24.724290
   -3.141593    -1.274301     24.654727
   -3.141593    -1.249067     24.523782
   -3.141593    -1.223833     24.308524
   -3.141593    -1.198600     24.002922
   -3.141593    -1.173366     23.617703
   -3.141593    -1.148132     23.174133
   -3.141593    -1.122899     22.696374
   -3.141593    -1.097665     22.206300
   -3.141593    -1.072431     21.721567
   -3.141593    -1.047198     21.255820
   -3.141593    -1.021964     20.819765
   -3.141593    -0.996730     20.422339
   -3.141593    -0.971497     20.071607
   -3.141593    -0.946263     19.775297
   -3.141593    -0.921029     19.540983
   -3.141593    -0.895795     19.376035
   -3.141593    -0.870562     19.287433
   -3.141593    -0.845328     19.281561
   -3.141593    -0.820094     19.364020
   -3.141593    -0.794861     19.539463
   -3.141593    -0.769627     19.811427
   -3.141593    -0.744393     20.182104
   -3.141593    -0.719160     20.651967
   -3.141593    -0.693926     21.219128
   -3.141593    -0.668692     21.878139
   -3.141593    -0.643459     22.617712
   -3.141593    -0.618225     23.416159
   -3.141593    -0.592991     24.232546
   -3.141593    -0.567758     24.991963
   -3.141593    -0.542524     25.572279
   -3.141593    -0.517290     25.825532
   -3.141593    -0.492057     25.666201
   -3.141593    -0.466823     25.146133
   -3.141593    -0.441589     24.402406
   -3.141593    -0.416356     23.559683
   -3.141593    -0.391122     22.695110
   -3.141593    -0.365888     21.848629
   -3.141593    -0.340655     21.039537
   -3.141593    -0.315421     20.277316
   -3.141593    -0.290187     19.567219
   -3.141593    -0.264954     18.912726
   -3.141593    -0.239720     18.316296
   -3.141593    -0.214486     17.779306
   -3.141593    -0.189253     17.301716
   -3.141593    -0.164019     16.881805
   -3.141593    -0.138785     16.516142
   -3.141593    -0.113552     16.199843
   -3.141593    -0.088318     15.927109
   -3.141593    -0.063084     15.691919
   -3.141593    -0.037851     15.488758
   -3.141593    -0.012617     15.313169
   -3.141593     0.012617     15.161993
   -3.141593     0.037851     15.033212
   -3.141593     0.063084     14.925496
   -3.141593     0.088318     14.837630
   -3.141593     0.113552     14.768055
   -3.141593     0.138785     14.714671
   -3.141593     0.164019     14.674970
   -3.141593     0.189253     14.646390
   -3.141593     0.214486     14.626738
   -3.141593     0.239720     14.614500
   -3.141593     0.264954     14.608929
   -3.141593     0.290187     14.609895
   -3.141593     0.315421     14.617614
   -3.141593     0.340655     14.632365
   -3.141593     0.365888     14.654346
   -3.141593     0.391122     14.683724
   -3.141593     0.416356     14.720854
   -3.141593     0.441589     14.766556
   -3.141593     0.466823     14.822341
   -3.141593     0.492057     14.890452
   -3.141593     0.517290     14.973688
   -3.141593     0.542524     15.075030
   -3.141593     0.567758     15.197129
   -3.141593     0.592991     15.341719
   -3.141593     0.618225     15.509021
   -3.141593     0.643459     15.697240
   -3.141593     0.668692     15.902323
   -3.141593     0.693926     16.118226
   -3.141593     0.719160     16.337911
   -3.141593     0.744393     16.555057
   -3.141593     0.769627     16.766021
   -3.141593     0.794861     16.971203
   -3.141593     0.820094     17.175020
   -3.141593     0.845328     17.384282
   -3.141593     0.870562     17.605441
   -3.141593     0.895795     17.841438
   -3.141593     0.921029     18.088762
   -3.141593     0.946263     18.335305
   -3.141593     0.971497     18.560141
   -3.141593     0.996730     18.737003
   -3.141593     1.021964     18.842459
   -3.141593     1.047198     18.866049
   -3.141593     1.072431     18.815688
   -3.141593     1.097665     18.713839
   -3.141593     1.122899     18.587640
   -3.141593     1.148132     18.459973
   -3.141593     1.173366     18.345262
   -3.141593     1.198600     18.249459
   -3.141593     1.223833     18.172201
   -3.141593     1.249067     18.109564
   -3.141593     1.274301     18.056550
   -3.141593     1.299534     18.008854
   -3.141593     1.324768     17.963692
   -3.141593     1.350002     17.919741
   -3.141593     1.375235     17.876489
   -3.141593     1.400469     17.833498
   -3.141593     1.425703     17.789973
   -3.141593     1.450936     17.744832
   -3.141593     1.476170     17.697104
   -3.141593     1.501404     17.646369
   -3.141593     1.526637     17.592933
   -3.141593     1.551871     17.537676
   -3.141593     1.577105     17.481635
   -3.141593     1.602338     17.425502
   -3.141593     1.627572     17.369113
   -3.141593     1.652806     17.310932
   -3.141593     1.678039     17.247608
   -3.141593     1.703273     17.173830
   -3.141593     1.728507     17.082855
   -3.141593     1.753740     16.967987
   -3.141593     1.778974     16.824780
   -3.141593     1.804208     16.653101
   -3.141593     1.829442     16.457934
   -3.141593     1.854675     16.248397
   -3.141593     1.879909     16.035479
   -3.141593     1.905143     15.829631
   -3.141593     1.930376     15.639121
   -3.141593     1.955610     15.469428
   -3.141593     1.980844     15.323432
   -3.141593     2.006077     15.201944
   -3.141593     2.031311     15.104207
   -3.141593     2.056545     15.028174
   -3.141593     2.081778     14.970631
   -3.141593     2.107012     14.927374
   -3.141593     2.132246     14.893670
   -3.141593     2.157479     14.865077
   -3.141593     2.182713     14.838405
   -3.141593     2.207947     14.812427
   -3.141593     2.233180     14.787955
   -3.141593     2.258414     14.767143
   -3.141593     2.283648     14.752223
   -3.141593     2.308881     14.743965
   -3.141593     2.334115     14.740211
   -3.141593     2.359349     14.734792
   -3.141593     2.384582     14.717315
   -3.141593     2.409816     14.674464
   -3.141593     2.435050     14.593261
   -3.141593     2.460283     14.465650
   -3.141593     2.485517     14.292324
   -3.141593     2.510751     14.083412
   -3.141593     2.535984     13.855479
   -3.141593     2.561218     13.626691
   -3.141593     2.586452     13.412634
   -3.141593     2.611685     13.224096
   -3.141593     2.636919     13.066734
   -3.141593     2.662153     12.941965
   -3.141593     2.687386     12.848417
   -3.141593     2.712620     12.783465
   -3.141593     2.737854     12.744531
   -3.141593     2.763088     12.729926
   -3.141593     2.788321     12.739122
   -3.141593     2.813555     12.772515
   -3.141593     2.838789     12.830875
   -3.141593     2.864022     12.914756
   -3.141593     2.889256     13.024057
   -3.141593     2.914490     13.157880
   -3.141593     2.939723     13.314627
   -3.141593     2.964957     13.492287
   -3.141593     2.990191     13.688772
   -3.141593     3.015424     13.902257
   -3.141593     3.040658     14.131490
   -3.141593     3.065892     14.376069
   -3.141593     3.091125     14.636699
   -3.141593     3.116359     14.915380
   -3.141593     3.141593     15.215490

   -3.116359    -3.141593     14.557462
   -3.116359    -3.116359     14.892904
   -3.116359    -3.091125     15.256061
   -3.116359    -3.065892     15.655217
   -3.116359    -3.040658     16.098506
   -3.116359    -3.015424     16.592417
   -3.116359    -2.990191     17.140246
   -3.116359    -2.964957     17.740373
   -3.116359    -2.939723     18.384215
   -3.116359    -2.914490     19.053976
   -3.116359    -2.889256     19.721172
   -3.116359    -2.864022     20.348422
   -3.116359    -2.838789     20.897682
   -3.116359    -2.813555     21.344376
   -3.116359    -2.788321     21.688891
   -3.116359    -2.763088     21.955059
   -3.116359    -2.737854     22.176550
   -3.116359    -2.712620     22.382290
   -3.116359    -2.687386     22.588880
   -3.116359    -2.662153     22.800097
   -3.116359    -2.636919     23.010462
   -3.116359    -2.611685     23.210388
   -3.116359    -2.586452     23.391288
   -3.116359    -2.561218     23.549325
   -3.116359    -2.535984     23.686877
   -3.116359    -2.510751     23.811691
   -3.116359    -2.485517     23.934659
   -3.116359    -2.460283     24.067336
   -3.116359    -2.435050     24.220014
   -3.116359    -2.409816     24.400536
   -3.116359    -2.384582     24.613744
   -3.116359    -2.359349     24.861371
   -3.116359    -2.334115     25.142224
   -3.116359    -2.308881     25.452616
   -3.116359    -2.283648     25.786993
   -3.116359    -2.258414     26.138601
   -3.116359    -2.233180     26.499918
   -3.116359    -2.207947     26.862516
   -3.116359    -2.182713     27.216375
   -3.116359    -2.157479     27.549246
   -3.116359    -2.132246     27.847157
   -3.116359    -2.107012     28.096782
   -3.116359    -2.081778     28.288938
   -3.116359    -2.056545     28.420899
   -3.116359    -2.031311     28.495619
   -3.116359    -2.006077     28.518560
   -3.116359    -1.980844     28.495094
   -3.116359    -1.955610     28.430775
   -3.116359    -1.930376     28.334093
   -3.116359    -1.905143     28.219020
   -3.116359    -1.879909     28.104933
   -3.116359    -1.854675     28.013687
   -3.116359    -1.829442     27.965459
   -3.116359    -1.804208     27.974965
   -3.116359    -1.778974     28.048353
   -3.116359    -1.753740     28.180060
   -3.116359    -1.728507     28.348790
   -3.116359    -1.703273     28.513236
   -3.116359    -1.678039     28.611943
   -3.116359    -1.652806     28.576280
   -3.116359    -1.627572     28.360134
   -3.116359    -1.602338     27.967065
   -3.116359    -1.577105     27.446636
   -3.116359    -1.551871     26.865171
   -3.116359    -1.526637     26.280642
   -3.116359    -1.501404     25.734186
   -3.116359    -1.476170     25.251667
   -3.116359    -1.450936     24.847462
   -3.116359    -1.425703     24.527310
   -3.116359    -1.400469     24.289786
   -3.116359    -1.375235     24.126775
   -3.116359    -1.350002     24.023407
